"pid","title","short_name","description","link","screenshot_url","status","type","terms","changed"
"341","Abaca","abaca","<p>Abaca has a dark background with white text, has one column on the right side with the primary navigation at the top. A  is available.This theme was created by  access for use with a blog or webstore.</p>","http://drupal.org/project/abaca","http://drupal.org/files/images/abaca_big_ss_0.jpg","1","Themes","Themes","1272530867"
"342","Entity cache","entitycache","<p>Entity cache puts core entities into Drupal's cache API, allowing the core object, field API and hook_$entity_load() data to be fetched from cache instead of loaded directly for most requests.</p><p>Due to the entity loading changes in Drupal 7, no core patches are required.</p><p>Nodes
Comments
Taxonomy terms
Taxonomy vocabularies
Files</p><p>Users</p><p>At the moment, it is not possible to switch caching on arbitrarily for contrib entities, however if you have a contrib module providing a new entity type, you can do the following:</p><p>* Create a cache_entity_$myentity table/bin.
* Specify EntityCacheBaseController as your controller class in hook_entity_info(), or extend it.
* Make sure that you call cache_clear_all($myentity_id, 'cache_entity_$myentity') when deleting your entities (update and insert are already handled, delete will be too if  gets in.
* Never update your entity tables outside of save/delete API calls.</p><p>Most core tests pass with entitycache enabled. Please check the open issues link for tests known to fail.</p><p>This module is being developed for Drupal 7, and will never be backported to Drupal 6. For Drupal 6 you may want to look at</p>","http://drupal.org/project/entitycache","","1","Modules","Modules","1272530867"
"343","Name","name","<p>Name is a module that provides a name fields and a FAPI name element ""name_element"".</p><p>Each field type consists of one or more of components from the following list:</p><p>Title, Given name, Middle names, Family names, Generational suffix, Credentials.</p><p>Each field is made up for two or more input fields. The title and generational fields are select lists and the other fields are all text fields. Multiple values are supported via the core fields engine.</p><p>As of version 6.x-1.1, there are five built-in formatters to control the output.</p><p>You should be able to use the Custom Formatter module to define up more combinations, but I have not personally tried this. As of version 6.x-1.2, these have token support.</p><p>Note: The format of these two change with the users' language. In Chinese, the family name comes before the given and / or middle names.</p>","http://drupal.org/project/name","","1","Modules","Modules","1272530867"
"344","CSS Flip","cssflip","<p>: I pledge that  will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>is a powerful tool for Drupal theme developers who need to create multilingual themes easily and quickly.</p><p>It aims to act like a backend engine, where it automatically parses stylesheets from themes and modules, flips their styles and injects them into your pages.</p><p>However you still have the option to use the regular Drupal way, and utilize the tools provided in this module to flip your stylesheets easily and quickly.</p><p>The module is designed to fit Drupal needs. It takes care of flipping and creating CSS files in a proper way that Drupal themes understand.</p><p></p><p></p>","http://drupal.org/project/cssflip","http://drupal.org/files/images/Untitled_5.thumbnail.png","1","Modules","Modules","1272530867"
"345","Munin monitoring Drupal plugin","munin","<p>This module creates a shell script that acts as a plugin for the . It gathers information about your site und reports them in the way the munin server needs them. Munin itself displays them in a graphical way.</p><p>Because this module is a shell script the CVS branches are used to ensure that the database structure fits with the corresponding core version. It generates a simple backend to generate the shell script and offers an API for other modules to add individual statistics. Please file your request as an issue for this project.</p><p>: I pledge that this module will have a full Drupal 7 release on the day that Drupal 7 is released.</p>","http://drupal.org/project/munin","http://drupal.org/files/images/munin Kopie.thumbnail.png","1","Modules","Modules","1272530867"
"346","Typekit","typekit","<p>This simple module makes it easy to include the Typekit library on your site.  You will have to have an account at .</p>","http://drupal.org/project/typekit","","1","Modules","Modules","1272530867"
"347","Examples for Developers","examples","","http://drupal.org/project/examples","","1","Modules","Modules","1272530867"
"348","Gearman Integration","gearman","<p>This module currently doesn't do anything on its own. Only install this if another module depends on, or provides optional Gearman integration.</p><p>provides a generic application framework to farm out work to other machines or processes that are better suited to do the work. It allows you to do work in parallel, to load balance processing, and to call functions between languages. It can be used in a variety of applications, from high-availability web sites to the transport of database replication events. In other words, it is the nervous system for how distributed processing communicates.</p>","http://drupal.org/project/gearman","","1","Modules","Modules","1272530867"
"349","Blog API","blogapi","<p>This module allows users to post content using applications that support XML-RPC blog APIs. Blog API was included in core for a very long time, and as a result will not be backported to any version before Drupal 7.</p><p>Currently maintained by  (cweagans)</p>","http://drupal.org/project/blogapi","","1","Modules","Modules","1272530867"
"350","Field Permissions","field_permissions","<p>The Field Permissions module is a drop-in replacement for the Content Permissions module shipped with CCK.</p><p>The key differences are:</p><p>Additional features:</p>","http://drupal.org/project/field_permissions","http://drupal.org/files/images/field_permissions_settings.thumbnail.png","1","Modules","Modules","1272530867"
"351","SoundManager2","soundmanager2","<p>I started to port this module to drupal 7. The ""soundmanager2"" module is more ore less ready. Now I am working on the submodules.
I will drop the audio module integration in the 7.x version, and will try to integrate with media module which it is an amazing module.
Watch the progress:</p><p>I received some request for this module to be ported, I would suggest everybody wanting this module to be in d7, open a feature request in the issue queue AND help me test this module under d7. Thanks everybody!</p><p>This modules provides Drupal with the  player and with two styles: page-player and ui360.</p><p>Basically there are three modules:</p><p>The styles are ""muxtape"" (page-player)</p><p>and ui360.</p>","http://drupal.org/project/soundmanager2","http://drupal.org/files/images/360ui-screenshot2.png","1","Modules","Modules","1272530867"
"352","Tweet Board","tweetboard","<p>#D7CX: I pledge to have Tweetboard released on the day that Drupal 7 is released, which is why it already has been!</p><p>When you use this module you can use the following information to get an invite to tweetboard!</p><p></p><p>This module will integrate Tweetboard with your Drupal site without having to install any code (it'll do it for you).  We've recently received access and are currently beta testing the module's integration on our homepage.  Go there to check it out:</p><p>While tweetboard is alpha, this module is in a full stable release.</p>","http://drupal.org/project/tweetboard","http://drupal.org/files/images/tweetboard.thumbnail.png","1","Modules","Modules","1272530868"
"353","Drupal Commerce","commerce","<p>Drupal Commerce is a professional e-commerce solution for Drupal 7 and beyond.  The core modules are lean and mean, enforcing strict development standards, a hard separation of underlying APIs from the default UI, code comments and documentation, and full test coverage.</p><p>Core features like Products and Orders take full advantage of D7's core Entity and Field systems. The modules leverage the popular  and  modules to provide easily customizable user interfaces and order workflow automation.</p>","http://drupal.org/project/commerce","http://drupal.org/files/images/dc-logo-70.png","1","Modules","Modules","1272530868"
"354","Display suite","ds","<p>: I pledge that Display suite will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>The Display suite module is an API which other modules can use to store and manipulate display data for objects (nodes, users, comments etc). Modules implementing this API automatically get an interface for adding build modes, fields and plugins either through code or via the UI. Key features of the API:</p><p>There is a profile also available which includes all modules in one package, see .</p>","http://drupal.org/project/ds","http://drupal.org/files/images/ds.thumbnail.png","1","Modules","Modules","1272530868"
"355","Drupal Reset","drupal_reset","<p>This module deletes all of the tables in the database then sends you back to install.php.</p><p>The purpose of this module is to assist in the testing of install profiles.  Only useful during development.</p><p>Currently only compatible with MySQL.</p><p>The D6 version works great.  The D7, not so much yet.  I'm still figuring out the new Database API.</p><p></p><p>Sponsored by  and inspired by</p>","http://drupal.org/project/drupal_reset","","1","Modules","Modules","1272530868"
"356","Drupal for Churches","churches","","http://drupal.org/project/churches","","1","","Installation profiles","1272530868"
"357","Language assignment","languageassign","<p>Language assignment adds a ""Set language"" operation to the bulk node update form at Administer > Content Management > Content.  It also integrates with Views bulk operations to provide a ""Set language"" operation in your node bulk operation-style views.</p>","http://drupal.org/project/languageassign","http://drupal.org/files/images/language_bulk_update_0.thumbnail.png","1","Modules","Modules","1272530868"
"358","Wunderbar!","wunderbar","<p>#D7CX: I pledge to have Wunderbar! released on the day that Drupal 7 is released, which is why it already has been!</p><p>*Jquery_update 2.x-dev is required for it to function 100% in Drupal 6. 7 release just works :)</p><p>Features:
 *Configurable bar w/ set buttons and ability to link off to social networking sites
 *Integration with cookies plugin
 *Integration with easing plugin
 *More visible login / logout area
 *Optional integration with the print and search modules (as well as webaccess / activation_codes but those aren't on d.o.)
 *Permission to dictate who can view the bar</p><p>The Wunderbar! is a floating bar that was recently implemented on  This project is marked alpha because of browser support.  Compatibility has been documented in the  file but it's working correctly in most major browsers except IE (V 0.6 and higher now works in IE8!).  If this can be made to work in IE7 then I'll mark it a full release.</p><p>It has all the icons shown in the drupalcamp montreal presentation  but some have module requirements that are internal to Penn State.  The AIM status button hasn't been implemented.</p>","http://drupal.org/project/wunderbar","http://drupal.org/files/images/wunderbar.png","1","Modules","Modules","1272530868"
"359","Menu path autocomplete","mpac","<p>changes the input field for menu path to an autocomplete text field while you are adding a menu item.</p>","http://drupal.org/project/mpac","http://drupal.org/files/images/mpac.thumbnail.png","1","Modules","Modules","1272530868"
"360","Profile 2","profile2","<p>Designed to be the successor of the core profile module. In contrast to the core module this module builds upon the new Entity and field APIs already in core.</p><p>With the new concept of entities in drupal 7, this module supersedes  as general solution, however still having profiles as nodes might be useful in several cases. For that content profile for drupal 7 will build upon profile2.</p><p>This project is developed on , which is automatically synced with the drupal.org CVS.</p>","http://drupal.org/project/profile2","","1","Modules","Modules","1272530868"
"361","Browser","browser","<p>Proper textual browser for use with Drupal and SimpleTest.</p>","http://drupal.org/project/browser","","1","Modules","Modules","1272530868"
"362","Entity API","entity","<p>This project holds entity related APIs.</p>","http://drupal.org/project/entity","","1","Modules","Modules","1272530868"
"363","Diary","diary","<p>A theme aimed at personal blogs with diary-like content.</p>","http://drupal.org/project/diary","http://drupal.org/files/images/diary-screenshot-2009-11-15.thumbnail.png","1","Themes","Themes","1272530868"
"364","Drag'n'Drop Uploads","dragndrop_uploads","<p>The Drag'n'Drop Uploads module adds the ability to drag an image from your local filesystem, drop it onto a node body textarea and have the file automatically uploaded and referenced in your node.</p><p>: I pledge that Drag'n'Drop Uploads will have a full Drupal 7 release on the day that Drupal 7 is released.</p>","http://drupal.org/project/dragndrop_uploads","","1","Modules","Modules","1272530868"
"365","Styles","styles","<p>Styles now works with Drupal 6 +  to bring Drupal 7 to !</p><p>Styles are containers to group similar field display formatters. For example, a style on a Filefield may contain several formatters based on the mimetype or stream, while a style on a node reference might display various formatters based on the referenced node type.</p><p>By itself, this module does nothing. Rather, it provides an API available for use by other modules. The Media Styles module, bundled with the  module, is a fully featured module utilizing the API.</p><p>Hooks provided:</p><p>See  for a quick background.</p>","http://drupal.org/project/styles","","1","Modules","Modules","1272530868"
"366","xCSS","xcss","<p>The , by , bases on CSS and empowers a straightforward and object-oriented workflow when developing complex style cascades. Using xCSS means a dramatic cut down to your development time by: having a intuitive overview of the overall CSS structure, using variables, re-using existing style cascades and many other handy features. The Drupal module processes all .xcss files that were added to the page via drupal_add_css().</p>","http://drupal.org/project/xcss","","1","Modules","Modules","1272530868"
"367","Curlypage","curlypage","<p>#D7CX: I pledge that Curlypage will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Curlypage is a cross browser, html strict code implementation of the pagepeel effect, ""magic corner"" type banner. With this module you can add those ads to your website.</p><p></p>","http://drupal.org/project/curlypage","http://drupal.org/files/images/curlypage.thumbnail.png","1","Modules","Modules","1272530868"
"368","Theme developer","devel_themer","<p>Firebug for Drupal themeing. See the . Note that this module injects markers into the DOM to do its magic. This may cause some themes to behave erratically and less capable browsers may make it worse (especially IE)/. Enable it when needed, and disable it afterwards. There is a handy link in the devel block to do just this.</p><p>This module was part of the  project. Now it is its own project, but relies on the Devel module as a dependency.</p>","http://drupal.org/project/devel_themer","","1","Modules","Modules","1272530868"
"369","Beanstalkd Integration","beanstalkd","<p>Beanstalkd is a Drupal module to allow Drupal Queues to take advantage of beanstalkd to process the queues instead of the built in Database queue system that ships with Drupal.</p><p>Beanstalk is a simple, fast workqueue service. Its interface is generic, but was originally designed for reducing the latency of page views in high-volume web applications by running time-consuming tasks asynchronously.</p>","http://drupal.org/project/beanstalkd","","1","Modules","Modules","1272530868"
"370","Content type overview","content_type_overview","<p>This module adds a tab to the content types page which lets you edit the settings for all content types on one screen. This makes it much easier to ensure consistent settings across content types.</p><p>Currently, the module handles form elements supplied by the following core and contributed modules:</p><p>: I pledge that Content type overview will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Current development and maintenance is made possible in part by</p>","http://drupal.org/project/content_type_overview","http://drupal.org/files/images/content_types_overview_d7_alpha.thumbnail.png","1","Modules","Modules","1272530868"
"371","Feeds Image Grabber","feeds_imagegrabber","<p>Feeds Image Grabber (FIG) is successor of , an addon for , which grabs image for each feed-item from their respective webpages and maps it to an image field in the node created by Feeds (Node Processor).</p><p>[Google Reader (with thumbnails) can be imitated on a Drupal site by using Feeds, Feeds Image Grabber, FileField, ImageField, ImageCache, ImageAPI and Views module]</p><p>Please do not open issues in the queue that request features already on the roadmap.</p>","http://drupal.org/project/feeds_imagegrabber","http://drupal.org/files/images/FIG.thumbnail.jpg","1","Modules","Modules","1272530868"
"372","Secure Permissions","secure_permissions","<p>Disables the user interface for creating and assigning roles and permissions.</p><p>Secure Permissions is an advanced security module for Drupal. It disables the Roles and Permissions editing screens and lets all user roles and permissions be handled through code. This adds an extra layer of security, as the site's permission can no longer be misconfigured accidentally.</p><p>This module was inspired the security paradigm of the Plone platform. See, in particular,  in the Plone documentation.</p><p>This module was written in Drupal 7. The Drupal 6 version requires the , which contains functions native to Drupal 7.</p>","http://drupal.org/project/secure_permissions","http://drupal.org/files/images/Picture 1_35.thumbnail.png","1","Modules","Modules","1272530868"
"373","Menu rewrite","menu_rewrite","<p>Provides an API for defining rules for rewriting the menu paths. An interface may be added later.</p><p>For example:</p>","http://drupal.org/project/menu_rewrite","","1","Modules","Modules","1272530868"
"374","Environment Indicator","environment_indicator","<p>I, Tom Kirkpatrick (), do hereby pledge that Environment Indicator will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>The Environment Indicator adds a coloured strip to the side of the site informing you which environment you're currently in (Development, Staging, Production etc). This is incredibly useful if you have multiple environments for each of your sites, and like me, are prone to forgetting which version of the site you are currently looking at.</p><p>This module can help you avoid making configuration changes to your live server by mistake by adding a coloured strip to the side of your site, clearly marking each version of the site.</p><p>The Environment Indicator settings page allows you to modify some elements of the indicator's behaviour and appearance. Individual settings, such as the text to display and the colour can be overridden for each of your specific environments in the site's settings.php file. This allows you to customise the indicator for each of your environments without needing to make any changes in the database. This means that the Environment Indicator will always display correctly when moving your site from development to staging to production.</p>","http://drupal.org/project/environment_indicator","http://drupal.org/files/images/env-ind_0.thumbnail.png","1","Modules","Modules","1272530868"
"375","Mongodb","mongodb","<p>integration for Drupal. This module is alpha quality. It provides:</p>","http://drupal.org/project/mongodb","","1","Modules","Modules","1272530868"
"376","Dialog API","dialog","<p>The module provides an API for creating and updating javascript dialog windows using the  widget and the  ajax framework.</p><p>The module also supplies several  that provide dialogs for core modules.  Currently included are:</p>","http://drupal.org/project/dialog","","1","Modules","Modules","1272530868"
"377","Live Chat (Live Person) Integration","live_person","<p>This module adds the necessary script to the footer of ones site for prompting users to chat with a ""live person.""</p><p>Current Features:</p><p>Planned Features:</p><p>This module is currently sponsored by the guys over at , a .
This module was originally funded by .</p><p></p>","http://drupal.org/project/live_person","http://drupal.org/files/images/Live Person.thumbnail.png","1","Modules","Modules","1272530868"
"378","SunMailer Newsletter","sunmailer","<p>SunMailer is an email newsletter module that aggregates content using views from the  module.  Once configured and scheduled, it can automatically send newsletters on a recurring basis without any user intervention.  It originated as a project for , hence the name SunMailer.</p>","http://drupal.org/project/sunmailer","","1","Modules","Modules","1272530868"
"379","Custom Formatters","custom_formatters","<p>The Custom Formatters module allows users to easily create custom CCK Formatters without the need to write a custom module.</p><p>: I pledge that Custom Formatters will have a full Drupal 7 release on the day that Drupal 7 is released.</p>","http://drupal.org/project/custom_formatters","","1","Modules","Modules","1272530868"
"380","Basic E-news","enews","<p>I pledge that Basic E-news will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>Basic E-news was created for users that want to use Drupal to generate e-mail newsletters, but wish to use a third-party delivery provider such as VerticalResponse.  The module allows administrators to define ""e-news"" or ""newsletter"" content types, and easily export those content types in both HTML and plain text formats.</p><p>Basic E-news provides a global ""e-news"" template and content type specific templates so that themers can customize their markup for newsletter broadcasts while maintaining a ""live"" website version of their newsletter or newsletters.</p>","http://drupal.org/project/enews","","1","Modules","Modules","1272530868"
"381","Drupal Remote Dashboard","drd","<p>Are you a Drupal Developer and/or a system administrator for a number of Drupal installations? Then this module is for you!</p><p>Detailed description can be found on the  and here is a list of main functionality:</p><p>All these features can be accessed on a domain-by-domain basis or for all domains of a selected server or - and this is the biggest time-safer - for all domains on all servers at once.</p><p></p><p>Nothing specific, just install this module on one of your domains which should give you access to the Drupal Remote Dashboard and install the  module on each domain you want to monitor and maintain.</p>","http://drupal.org/project/drd","http://drupal.org/files/images/drd screen 4.thumbnail.jpg","1","Modules","Modules","1272530868"
"382","Drupal Remote Dashboard Server","drd_server","<p>This is the server component that's required on each domain that should be monitored and maintained by your Drupal Remote Dsahboard. Details see on the DRD project ().</p><p>DRD determines which sites/domains are hosted on each Drupal installation and on Drupal 7 this is a very straight forward process by looking into the /sites/sites.php file which has been introduced in D7 and doesn't exist on D6.</p><p>However, instead of developing a sophisticated tool to find out which domains are available on a D6 server we decided to reuse the code from our D7 development and ask you as the system adminsitrator to simply create a /sites/sites.php also on your D6 ionstallation to get up and running quickly.</p><p>This file will serve no other purpose, so it won't have any impact on how your Drupal installation works.</p><p>The file should be in the following format:</p><p></p>","http://drupal.org/project/drd_server","","1","Modules","Modules","1272530868"
"383","Clock","clock","<p>A simple module that provides a block showing the current time.</p>","http://drupal.org/project/clock","http://drupal.org/files/images/clock-2.thumbnail.png","1","Modules","Modules","1272530868"
"384","Simplify Node Add","simplify_node_add","<p>This module can be used for simplifying the forms used to add and edit nodes. With this module you can define which fields to show to a user.</p><p>Newly added is the hook you can use to custom add fields that this module uses. You can use hook_simplify_node_add_gettypes().</p><p></p><p>I pledge that Simplify Node Add will have a full Drupal 7 release on the day that Drupal 7 is released.</p>","http://drupal.org/project/simplify_node_add","http://drupal.org/files/images/Picture 3_19.thumbnail.png","1","Modules","Modules","1272530868"
"385","Translatable Regions","translatableregions","<p>This module uses the  and the  to offer to translate any region in your content that can be specified with a CSS selector.</p><p>.</p><p>Translatable Regions is intended for sites that have content from more than one language on a page. The sections of the page that are selected for translation get a button above them offering to translate to the  detected language.</p><p>The translations that result are identical to the translations from . The source material can be of any length, thanks to the .</p>","http://drupal.org/project/translatableregions","","1","Modules","Modules","1272530868"
"386","Media Development Profile","media_dev","","http://drupal.org/project/media_dev","","1","","Installation profiles","1272530868"
"387","Busy","busy","<p>Busy is a theme targeted mainly at corporate sites. See more screenshots over here:  It's source of inspiration are sites like salzgitter-ag.de or deutsche-bank.de.</p><p>Busy will support Color module and come with several header images that are GPL'd so you can choose from them right away.</p>","http://drupal.org/project/busy","","1","Themes","Themes","1272530868"
"388","Touch Icons","touch_icons","<p>The Touch Icons module allows site administrators and themers to specify icons for use as  on the homescreen of an iPhone or iPod Touch.</p><p>Extra theme settings are provided so that iPhone/iPod Touch icons can be configured for each theme, similar to the logo and shortcut icon settings provided by Drupal core. The module comes with default Druplicon touch-icons which complement Garland's blue look.</p>","http://drupal.org/project/touch_icons","http://drupal.org/files/images/touch_icons_screenshot_1_0.thumbnail.png","1","Modules","Modules","1272530868"
"389","Contact","contact","<p>This is a project to serve as experimentation and backporting of features for core's Contact module. It will serve as a drop-in replacement for the contact module.</p>","http://drupal.org/project/contact","","1","Modules","Modules","1272530868"
"390","U.S. National Weather Service (NOAA NWS) U.S. weather forecast block","nws_weather","<p>This module uses a SOAP interface to request weather data from the U.S. NOAA National Weather Service. The module displays summary forecast data (high temperature, low temperature, expected conditions, weather icon) and provides an API for retrieving other weather information based on published NWS SOAP/XML APIs. This module requires 'SOAP' to be enabled on the host. It has no other dependencies.</p>","http://drupal.org/project/nws_weather","","1","Modules","Modules","1272530868"
"391","Vocabulary","vocabulary","<p>A -related module .</p><p>The basic ""out of the box"" functionality is to provide a listing of vocabulary's taxonomy terms at taxonomy/vid. However, don't use this page like that unless you really just need that. This page was made to be overriden by panels/views (see ramble at bottom for more explanation)</p>","http://drupal.org/project/vocabulary","","1","Modules","Modules","1272530868"
"392","Filter allowed protocols","filter_protocols","<p>A small module that exposes an interface for the allowed protocols used in filter_xss_bad_protocol(). Inspired by  so you can create links like .</p>","http://drupal.org/project/filter_protocols","http://drupal.org/files/images/screenshot_041.thumbnail.png","1","Modules","Modules","1272530868"
"393","Protocons icon library","protocons","<p>Protocons is a clean and consistent collection of icons, buttons, glyphs and other graphic elements for building Drupal user interfaces.</p><p></p><p>Aim is to define the standard visual metaphors for Drupal concepts and actions.</p><p>The source SVG files contain multiple icons. This will probably change but works well for now.</p><p>Made with Inkscape 0.46:</p><p>File naming and directory structure loosely based on the free desktop icon naming spec:</p>","http://drupal.org/project/protocons","http://drupal.org/files/images/protocons-preview_0.thumbnail.png","1","Modules","Modules","1272530868"
"394","Queue UI","queue_ui","<p>A user interface to viewing and managing Drupal queues created via the Queue API which began in Drupal 7.</p><p>Features:</p>","http://drupal.org/project/queue_ui","","1","Modules","Modules","1272530868"
"395","Priorities","priorities","<p>The  module helps on choosing the best and prioritizing alternatives among a set of various proposals. The scoring is based on users' participative contribution through rating each and every alternative with a level of priority.</p>","http://drupal.org/project/priorities","http://drupal.org/files/images/priorities_result_2.thumbnail.png","1","Modules","Modules","1272530869"
"396","Theme settings extras","themesettings_extras","<p>This is an experimental project to explore usability enhancements for Drupal's  theme settings page.</p><p>It currently comprises two modules:</p><p>simplifies the logo and shortcut icon by using radio buttons instead of checkboxes. Custom path and file upload elements are hidden unless needed.</p><p>arranges the theme settings fieldsets in a neat vertical tabs layout, complete with summaries.</p><p>Both modules can be enabled or disabled at will without affecting the stored theme settings.</p>","http://drupal.org/project/themesettings_extras","http://drupal.org/files/images/themesettings_extras-beta3-screenshot_0.thumbnail.png","1","Modules","Modules","1272530869"
"397","web110","web110","<p>is a clean simple and lightweight theme developed by  for Drupal 7 (tested in alpha 1 release). It complies to W3C's standards for XHTML + RDFa and CSS level 2.1. The theme is a two column, fixed width, 960px wide, tableLESS layout that is great for a simple blog or personal site. This theme is excellent ""right out of the box"", and also is simple enough that it could be built upon with great ease.</p>","http://drupal.org/project/web110","http://drupal.org/files/images/web110_screenshot.thumbnail.png","1","Themes","Themes","1272530869"
"398","Table","table","<p></p><p>Table module allows you to create tables directly from the Forms API without having to write a custom theme function, like this:</p><p></p>","http://drupal.org/project/table","","1","Modules","Modules","1272530869"
"399","Bartik","bartik","<p>This is a working space for the development of the Bartik theme. We'd love to have you help! We especially need people who know CSS. If you don't know how to help out or where to jump in, please ask. There are a lot of people who can and will teach you.</p><p>The goal: to get Bartik into D7 core.</p><p>What needs to be worked on:</p><p>The latest code:</p><p>Demo site: 
(Which is not always up to date with the latest version of Bartik. Let me know if you need it updated.)</p><p>The original discussion about Bartik:</p><p>Issues with Drupal 7 that affect Bartik (and need work):</p><p>The best place to discuss in real-time and ask for help in figuring out how to contribute:
on IRC in #drupal-contribute</p><p>Some directions on how to checkout the code and commit your work back to Bartik.</p>","http://drupal.org/project/bartik","","1","Themes","Themes","1272530869"
"400","Eve Online HTTP Tools","eve","<p>This module brings API of Eve Online to drupal and is still in very early stages of development.</p><p>The purpose of this module is to bring character management and planning to the web thus eliminating the need to download and install extra programs to your computer.</p>","http://drupal.org/project/eve","","1","Modules","Modules","1272530869"
"401","Variables API","vars","<p>The module extends the Drupal core variables API that handles persistent variables. The module implement a class that allows to get the value of a persistent variable without to pass the default value to each call, to delete multiple persistent variables, and implements functions to centralize static PHP variables in a single place (the functions are a back port of the functions , and  implemented in Drupal 7).</p><p>Install the module only if you are instructed to do so, or you are a developer and want to use the module.</p>","http://drupal.org/project/vars","","1","Modules","Modules","1272530869"
"402","Grammar Parser UI","grammar_parser_ui","<p>This module provides a user interface to the  library. It allows you to specify individual source code files or entire directories of source code files to be parsed. The output file options include the parser tokens, grammar structure, and the rewritten source file.</p><p>This module includes automated tests for itself as well as the Grammar Parser library.</p><p>This project is sponsored by .</p><p>To run the Grammar Parser UI as a 6.x module, apply the latest patch attached to .</p>","http://drupal.org/project/grammar_parser_ui","","1","Modules","Modules","1272530869"
"403","YoxView","yoxview","<p>Integration with , an image viewer. It's inspired by . Like it, YoxView displays images above the website's content, as a separate layer.</p>","http://drupal.org/project/yoxview","http://drupal.org/files/images/yoxview.thumbnail.png","1","Modules","Modules","1272530869"
"404","Domain XML sitemap","domain_xmlsitemap","<p>Placeholder project for the contrib module to integrate the  and  modules together. See also .</p><p>This will only work with the XML sitemap 2.0 module.</p>","http://drupal.org/project/domain_xmlsitemap","","1","Modules","Modules","1272530869"
"405","Selenium to SimpleTest","simpletest_selenium","<p>Convert  PHP output to Drupal  format.</p><p>To use:</p>","http://drupal.org/project/simpletest_selenium","","1","Modules","Modules","1272530869"
"406","Custom Search","custom_search","<p>This module alters the default search box in many ways. If you need to have options available like in advanced search, but directly in the search box, this module is for you.</p><p>The module adds options to select:  to search,  search to use (node, help, user or any module that implements search),  to search in the results (by vocabulary).</p><p>There are also options to: change the default search box label, add a default text in the search box, add advanced search criteria, change the default submit button text, use an image instead of the submit button, via a ""tabledrag"", the ordering of all the added options can be changed, and a filter can be added to the results page.</p>","http://drupal.org/project/custom_search","","1","Modules","Modules","1272530869"
"407","Multiple forms","multiform","<p>This is an API module which lets you put several forms into one .</p>","http://drupal.org/project/multiform","","1","Modules","Modules","1272530869"
"408","Field converter","field_convert","<p>A framework for non-CCK modules to use to convert their Drupal 6 custom data to Drupal 7 FieldAPI fields.</p><p>Modules should define a conversion plan that defines:</p><p>The user then selects conversion plans to run in the admin UI, and the entire conversion is performed in a batch operation.</p><p>More details and examples can be found in the module code.</p><p>WARNING: this is still largely proof of concept code, initially thrashed out on this issue: . It really needs some proper testing with real data. If you are a maintainer of a Drupal 6 module that wishes to migrate to FieldAPI for Drupal 7, please get in touch!</p><p>It's not currently possible to upgrade a D6 database to D7 due to  and related core bugs. Hence this module is being developed with dummy data: tables for the old D6 modules imported into a fresh D7 database to simulate the post-D7 upgrade conversion.</p><p>See the issue queue for instructions and test databases for specific modules; file a new issue for your module if you are working on a migration plan.</p>","http://drupal.org/project/field_convert","","1","Modules","Modules","1272530869"
"409","Options Element","options_element","<p>Options Element is a module that provides a better mechanism to specify select list, checkbox, and radio button options. Rather than requiring the user to use strange syntax like ""key|value"" in a textarea, Options Element provides a clean interface for specifying options. Developers may use $element['#type'] = 'options' in their own modules. If JavaScript is disabled, any 'options_element' will degrade to the standard textarea for specifying options.</p>","http://drupal.org/project/options_element","http://drupal.org/files/images/options_element.thumbnail.png","1","Modules","Modules","1272530869"
"410","RRDtool","rrdtool","","http://drupal.org/project/rrdtool","","1","Drupal project","Drupal project","1272530869"
"411","Node Auto Term NG","nat_ng","<p>NAT-ng comes from NAT module, a helper module used to maintain node-term relationships, i.e. when a node is created a taxonomy term is created automatically using its title and body in any associated vocabularies. This module also attempts to preserve hierarchical relationships where possible.</p><p>Follow these steps to transfer all settings and data from NAT 6.x-1.2:</p>","http://drupal.org/project/nat_ng","","1","Modules","Modules","1272530869"
"412","Thrifty 404","thrifty404","<p>: I pledge that this module will have a full Drupal 7 release on the day that Drupal 7 is released.</p><p>This utility module replaces the standard ""Page not found"" page with one that includes a search form populated with search terms taken from the URL. It's designed as a  replacement for the  module on sites that are experiencing high load from repeated 404 errors (and the expensive search queries that Search 404 automatically runs on each page load).</p><p>Naturally, Thrifty 404 requires the core  module to work. Thrifty 404 is also compatible with the excellent  as long as ""Hide core search"" is  checked in .</p><p>This module was developed for  and its clients. It has been contributed so that it can be used for the new  website.</p>","http://drupal.org/project/thrifty404","http://drupal.org/files/images/thrifty404_1.thumbnail.png","1","Modules","Modules","1272530869"
"413","File logging","filelog","<p>A watchdog interface implementation which records system events directly into files. This is an alternative to the Syslog core module.</p>","http://drupal.org/project/filelog","","1","Modules","Modules","1272530869"
"414","Webform PHP","webform_php","<p>This module adds the ability to execute arbitrary PHP code when a Webform is validated or submitted. This is intended to replace the existing functionality that was provided in previous versions of Webform that are no longer available in the 3.0 version. This module is not necessary if you are using previous versions of Webform.</p>","http://drupal.org/project/webform_php","","1","Modules","Modules","1272530869"
